Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2019,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2019,Ford,Escape,OUCD6000022,315,ASK,,,
2019,Ford,Expedition,M3N-A2C931423,314.95,FSK,,,
2019,Ford,Expedition,M3N-A2C931426,902.375/903.425,FSK,,,
2019,Ford,Expedition,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,Explorer,M3N-A2C931423,314.95,FSK,,,
2019,Ford,Explorer,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,Explorer,M3N-A2C931426,902.375/903.425,FSK,,,
2019,Ford,Explorer,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,Explorer,N5F-A08TAA,314.95,ASK,,,
2019,Ford,Explorer ST,M3N-A2C931426,902.375/903.425,FSK,,,
2019,Ford,F150,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,F150,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F150,N5F-A08TAA,314.95,ASK,,,
2019,Ford,F150,N5F-A08TDA,902.375/903.425,FSK,,,
2019,Ford,F150 Raptor,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F250,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,F250,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F250,N5F-A08TAA,314.95,ASK,,,
2019,Ford,F250,N5F-A08TDA,902.375/903.425,FSK,,,
2019,Ford,F350,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,F350,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F350,N5F-A08TAA,314.95,ASK,,,
2019,Ford,F350,N5F-A08TDA,902.375/903.425,FSK,,,
2019,Ford,F450,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,F450,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F450,N5F-A08TAA,314.95,ASK,,,
2019,Ford,F450,N5F-A08TDA,902.375/903.425,FSK,,,
2019,Ford,F550,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,F550,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,F550,N5F-A08TAA,314.95,ASK,,,
2019,Ford,F550,N5F-A08TDA,902.375/903.425,FSK,,,
2019,Ford,F650,CWTWB1U793,315,ASK,,,
2019,Ford,F750,CWTWB1U793,315,ASK,,,
2019,Ford,Fiesta,CWTWB1U793,315,ASK,,,
2019,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2019,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2019,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2019,Ford,Focus,OUCD6000022,315,ASK,,,
2019,Ford,Fusion,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,Fusion,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,Mustang,M3N-A2C931423,314.95,FSK,,,
2019,Ford,Mustang,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,Mustang,M3N-A2C931426,902.375/903.425,FSK,,,
2019,Ford,Mustang,M3N-A2C93142600,902.375/903.425,FSK,,,
2019,Ford,Ranger,M3N-A2C93142300,314.95,FSK,,,
2019,Ford,Ranger STX,N5F-A08TAA,314.95,ASK,,,
2019,Ford,Taurus,CWTWB1U793,315,ASK,,,
2019,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2019,Ford,Transit,N5F-A08TAA,314.95,ASK,,,
2019,Ford,Transit,OUCD6000022,315,ASK,,,
2019,GMC,Acadia,HYQ1EA,433.92,ASK/FSK,,,
2019,GMC,Canyon,M3N-32337100,314.9,ASK,,,
2019,GMC,Canyon,M3N32337100,314.9,ASK,,,
2019,GMC,Savana,OUC60270 / OUC60221,315,ASK,,,
2019,GMC,Sierra,HYQ1EA,433.92,ASK/FSK,,,
2019,GMC,Sierra,M3N-32337100,314.9,ASK,,,
2019,GMC,Sierra,M3N32337100,314.9,ASK,,,
2019,GMC,Terrain,HYQ1AA,314.9,ASK/FSK,,,
2019,GMC,Terrain,HYQ1EA,433.92,ASK/FSK,,,
2019,GMC,Yukon,HYQ1AA,314.9,ASK/FSK,,,
2019,Honda,Accord,CWTWB1G0090,433.92,FSK,,,
2019,Honda,Civic,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Civic,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Civic,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Civic,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2019,Honda,Clarity,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,CR-V,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,CR-V,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2019,Honda,Fit,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2019,Honda,HR-V,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2019,Honda,HR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2019,Honda,Insight,CWTWB1G0090,433.92,FSK,,,
2019,Honda,Odyssey,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Odyssey,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Passport,KR5T44,noRecord,XXX,,,
2019,Honda,Pilot,KR5T44,noRecord,XXX,,,
2019,Honda,Pilot,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2019,Honda,Ridgeline,A2C97488400,noRecord,XXX,,,
2019,Hyundai,Accent,NYOSYEC4TX1707,433.92,FSK,,,
2019,Hyundai,Elantra GT,OSLOKA-450T (PD),433.92,FSK,,,
2019,Hyundai,Elantra,OSLOKA-423T,433.92,FSK,,,
2019,Hyundai,Kona,OSLOKA-450T (OS),433.92,FSK,,,
2019,Hyundai,Santa Fe,SY5DMFNA433,433.92,FSK,,,
2019,Hyundai,Santa Fe,TQ8-FOB-4F19,433.92,FSK,,,
2019,Hyundai,Santa Fe,TQ8-RKE-4F31,433.92,FSK,,,
2019,Hyundai,Santa Fe,TQ8-RKE-4F39,433.92,FSK,,,
2019,Hyundai,Sonata,CQOFD00120,433.92,FSK,,,
2019,Hyundai,Sonata,TQ8-RKE-4F25,433.92,FSK,Possible Rollback 2 Loose. Similar to TQ8-FOB-4F07 (RKE-4F07),,
2019,Hyundai,Tucson,TQ8-FOB-4F11,433.92,FSK,Possible Rollback 2 Loose. Similar to TQ8-FOB-4F07 (RKE-4F07),,
2019,Hyundai,Tucson,TQ8-RKE-4F25,433.92,FSK,Possible Rollback 2 Loose. Similar to TQ8-FOB-4F07 (RKE-4F07),,
2019,Hyundai,Veloster,SY5IGFGE04,433.92,FSK,,,
2019,Infiniti,Q50,KR5S180144014,433.92,FSK,,,
2019,Infiniti,Q50,KR5S180144204,noRecord,XXX,,,
2019,Infiniti,Q50,KR5TXN7,433.92,FSK,,,
2019,Infiniti,Q60,KR5S180144014,433.92,FSK,,,
2019,Infiniti,Q60,KR5S180144204,noRecord,XXX,,,
2019,Infiniti,Q60,KR5TXN7,433.92,FSK,,,
2019,Infiniti,Q70,CWTWB1U787,433.92,FSK,,,
2019,Infiniti,QX50,KR5TXN1,433.92,FSK,,,
2019,Infiniti,QX50,KR5TXN1 Continental: S180144701,433.92,FSK,,,
2019,Infiniti,QX60,KR5TXN7,433.92,FSK,,,
2019,Infiniti,QX60,KR5TXN7 Continental: S180144709,433.92,FSK,,,
2019,Infiniti,QX80,CWTWB1G744,433.92,FSK,,,
2019,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2019,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2019,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2019,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2019,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2019,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2019,Jeep,Wrangler,OHT1130261,433.92,ASK/FSK,,,
2019,Kia,Cadenza,TQ8-FO8-4F10,433.92,FSK,,typo; should be FOB,
2019,Kia,Forte,CQOTD00660,433.92,FSK,,,
2019,Kia,Niro,TQ8-FOB-4F08,433.92,FSK,,,
2019,Kia,Optima,SY5JFFGE04,433.92,FSK,,,
2019,Kia,Optima,SY5JFRGE04,433.92,FSK,,,
2019,Kia,Rio,NYOSYEC4TX1611,433.92,FSK,,,
2019,Kia,Sedona,SY5YPFGE06,433.92,FSK,,,
2019,Kia,Sedona,TQ8-RKE-4F37,433.92,FSK,,,
2019,Kia,Sorento ,OSLOKA-910T,433.92,FSK,,,
2019,Kia,Sorento,OSLOKA-910T,433.92,FSK,,,
2019,Kia,Sorento,TQ8-FOB-4F06,433.92,FSK,,,
2019,Kia,Soul,OSLOKA-875T,433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2019,Kia,Soul,OSLOKA-875T (PSD),433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2019,Kia,Soul,SY5SKFGE04,433.92,FSK,,,
2019,Kia,Soul,SY5SKRGE04,433.92,FSK,,,
2019,Kia,Sportage,TQ8-FOB-4F08,433.92,FSK,,,
2019,Kia,Sportage,TQ8-RKE-4F27,433.92,FSK,,,
2019,Kia,Stinger,TQ8-FOB-4F15,433.92,FSK,,,
2019,Kia,Stinger,TQ8-FOB-4F17,433.92,FSK,,,
2019,Lexus,GS350,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,IS300,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,IS350,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,LX570,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,NX200,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,NX200t,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,NX200T,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,NX300h,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,NX300,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,RC300,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,RC350,HYQ14FBA,312.1/314.35,FSK,,,
2019,Lexus,RX350,HYQ14FBB,312.1/314.35,FSK,,,
2019,Lexus,RX450h,HYQ14FBB,312.1/314.35,FSK,,,
2019,Lincoln,Continental,M3N-A2C94078000,314.95/902.375/903.425,ASK/FSK,,,
2019,Lincoln,MKC,M3N-A2C94078000,314.95/902.375/903.425,ASK/FSK,,,
2019,Lincoln,MKT,M3N5WY8609,315,ASK/FSK,,,
2019,Lincoln,MKX,M3N-A2C31243300,902.375/903.425,FSK,,,
2019,Lincoln,MKX,M3N-A2C94078000,314.95/902.375/903.425,ASK/FSK,,,
2019,Lincoln,MKZ,M3N-A2C94078000,314.95/902.375/903.425,ASK/FSK,,,
2019,Lincoln,Nautilus,M3N-A2C940780,903.375/903.425,FSK,,,
2019,Lincoln,Navigator,M3N-A2C940780,903.375/903.425,FSK,,,
2019,Lincoln,Navigator,M3N-A2C94078000,314.95/902.375/903.425,ASK/FSK,,,
2019,Mazda,3 Hatchback,WAZSKE11D01,315,FSK,,,
2019,Mazda,3,WAZSKE11D01,315,FSK,,,
2019,Mazda,CX-3,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2019,Mazda,CX-3,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2019,Mazda,CX-5,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2019,Mazda,CX-5,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2019,Mazda,CX-9,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2019,Mazda,CX-9,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2019,Mazda,MX-5 Miata,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2019,Mazda,MX-5 Miata,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2019,Mitsubishi,Eclipse Cross,OUCGHR-M013,315,FSK,,,
2019,Mitsubishi,Mirage,OUCGHR-M013,315,FSK,,,
2019,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2019,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2019,Nissan,Altima,KR5TXN1,433.92,FSK,,,
2019,Nissan,Altima,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1G744,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1U787,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2019,Nissan,Kicks,KR5TXN1,433.92,FSK,,,
2019,Nissan,Kicks,KR5TXN3,433.92,FSK,,,
2019,Nissan,Maxima,KR5TXN7,433.92,FSK,,,
2019,Nissan,Murano,KR5TXN7,433.92,FSK,,,
2019,Nissan,Pathfinder,KR5TXN7,433.92,FSK,,,
2019,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2019,Nissan,Rogue,KR5S180144106 Continental: S180144110,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN1,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN3,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN4,433.92,FSK,,,
2019,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Titan,KR5TXN7,433.92,FSK,,,
2019,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2019,Subaru,Ascent,HYQ14AHK,433.92,FSK,,,
2019,Subaru,Forester,HYQ14AHK,433.92,FSK,,,
2019,Subaru,Impreza,CWTB1G077,433.92,FSK,,,
2019,Subaru,Impreza,HYQ14AHK,433.92,FSK,,,
2019,Subaru,Legacy,HYQ14AHK,433.92,FSK,,,
2019,Subaru,Outback,HYQ14AHK,433.92,FSK,,,
2019,Subaru,STI,CWTWBU766,433.92,ASK,,,
2019,Subaru,STI,HYQ14AHK,433.92,FSK,,,
2019,Subaru,WRX,CWTWB1U811,315,ASK,,,
2019,Subaru,WRX,CWTWBU766,433.92,ASK,,,
2019,Subaru,WRX,HYQ14AHK,433.92,FSK,,,
2019,Subaru,XV Crosstrek,CWTB1G077,433.92,FSK,,,
2019,Subaru,XV Crosstrek,HYQ14AHK,433.92,FSK,,,
2019,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2019,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2019,Toyota,Camry,HYQ12BFB,312.1/314.35,FSK,,,
2019,Toyota,Camry,HYQ14FBC,312.1/314.35,FSK,,,
2019,Toyota,Corolla,HYQ12BDM,312.1/314.35,FSK,,,
2019,Toyota,Corolla,HYQ12BEL,312.1/314.35,FSK,,,
2019,Toyota,Corolla,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Highlander,GQ4-52T,312.1/314.35,FSK,,,
2019,Toyota,Highlander,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Highlander Limited,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2019,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Prius,HYQ14FBC,312.1/314.35,FSK,,,
2019,Toyota,RAV4,GQ4-73T,312.1/314.35,FSK,,,
2019,Toyota,RAV4,HYQ12BFW,312.1/314.35,FSK,,,
2019,Toyota,RAV4,HYQ14FBC,312.1/314.35,FSK,,,
2019,Toyota,Sequoia,GQ4-52T,312.1/314.35,FSK,,,
2019,Toyota,Sequoia,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2019,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2019,Toyota,Tacoma,GQ4-52T,312.1/314.35,FSK,,,
2019,Toyota,Tacoma,HYQ12BDP,314.35,ASK,,,
2019,Toyota,Tacoma,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Tundra,GQ4-52T,312.1/314.35,FSK,,,
2019,Toyota,Tundra,HYQ14FBA,312.1/314.35,FSK,,,
2019,Toyota,Yaris iA,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2020,Acura,ILX,KR580399900,924/924.6,FSK,,,
2020,Acura,ILX,KR5V2X / KR5V21,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2020,Acura,MDX,KR5995364,923.625/924.6,FSK,,,
2020,Acura,MDX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2020,Acura,RDX,KR580399900,924/924.6,FSK,,,
2020,Acura,RDX,KR5T21,noRecord,XXX,,,
2020,Acura,RLX,KR580399900,924/924.6,FSK,,,
2020,Acura,RLX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2020,Acura,TLX,KR5V2X / KR5V21,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2020,Buick,Enclave,HYQ4EA,433.92,ASK/FSK,,,
2020,Buick,Encore,HYQ4AA,314.9,ASK/FSK,,,
2020,Buick,Encore,HYQ4EA,433.92,ASK/FSK,,,
2020,Buick,Envision,HYQ4AA,314.9,ASK/FSK,,,
2020,Buick,Regal,HYQ4EA,433.92,ASK/FSK,,,
2020,Cadillac,CT4,YG0G20TB1,noRecord,XXX,,,
2020,Cadillac,CT5,YG0G20TB1,noRecord,XXX,,,
2020,Cadillac,CT6,HYQ2EB,433.92,ASK/FSK,,,
2020,Cadillac,Escalade,HYQ2AB,314.9,ASK/FSK,,,
2020,Cadillac,XT4,HYQ2EB,433.92,ASK/FSK,,,
2020,Cadillac,XT4,HYQ2ES,433.92,ASK/FSK,,,
2020,Cadillac,XT5,HYQ2EB,433.92,ASK/FSK,,,
2020,Cadillac,XT5,HYQ2ES,433.92,ASK/FSK,,,
2020,Cadillac,XT6,HYQ2EB,433.92,ASK/FSK,,,
2020,Cadillac,XT6,HYQ2ES,433.92,ASK/FSK,,,
2020,Chevrolet,Blazer,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Bolt,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Camaro,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Colorado,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Equinox,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2020,Chevrolet,Impala,OHT01060512,315,ASK,,,
2020,Chevrolet,Malibu,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2020,Chevrolet,Silverado,HYQ1EA,433.92,ASK/FSK,,,
2020,Chevrolet,Silverado,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Sonic,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Spark,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Suburban,HYQ1AA,314.9,ASK/FSK,,,
2020,Chevrolet,Suburban,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Tahoe,HYQ1AA,314.9,ASK/FSK,,,
2020,Chevrolet,Tahoe,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Traverse,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Trax,HYQ4AA,314.9,ASK/FSK,,,
2020,Chrysler,300,M3N-40821302,433.92,ASK,,,
2020,Chrysler,Pacifica,M3N-97395900,433.92,ASK/FSK,,,
2020,Chrysler,Voyager,M3N-97395900,433.92,ASK/FSK,,,
2020,Dodge,Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2020,Dodge,Challenger,M3N-40821302,433.92,ASK,,,
2020,Dodge,Challenger SRT,M3M-40821302,433.92,FSK,,typo; should be m3n,
2020,Dodge,Charger,M3N-40821302,433.92,ASK,,,
2020,Dodge,Charger SRT,M3M-40821302,433.92,FSK,,typo; should be m3n,
2020,Dodge,Durango,M3N-40821302,433.92,ASK,,,
2020,Dodge,Durango SRT,M3N-40821302,433.92,ASK,,,
2020,Dodge,Grand Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2020,Dodge,Journey,M3N-40821302,433.92,ASK,,,
2020,Dodge,Ram 1500,GQ4-53T,433.92,ASK,,,
2020,Dodge,Ram 1500,OHT-4882056,433.92,ASK,,,
2020,Dodge,Ram 2500,GQ4-76T,433.92,ASK/FSK,,,
2020,Dodge,Ram 3500,GQ4-76T,433.92,ASK/FSK,,,
2020,Dodge,Ram 4500,GQ4-76T,433.92,ASK/FSK,,,
2020,Dodge,Ram 5500,GQ4-76T,433.92,ASK/FSK,,,
2020,Dodge,Ram,GQ4-53T,433.92,ASK,,,
2020,Ford,EcoSport,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,EcoSport,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Edge,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Edge,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,Edge ST,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2020,Ford,Escape,M3N-A2C931423,314.95,FSK,,,
2020,Ford,Escape,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Escape,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,Escape,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Expedition,M3N-A2C931423,314.95,FSK,,,
2020,Ford,Expedition,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,Expedition,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,Explorer,M3N-A2C931423,314.95,FSK,,,
2020,Ford,Explorer,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Explorer,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,Explorer,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,Explorer,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Explorer ST,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,F150,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,F150,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F150,N5F-A08TAA,314.95,ASK,,,
2020,Ford,F150,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,F150 Raptor,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F250,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,F250,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F250,N5F-A08TAA,314.95,ASK,,,
2020,Ford,F250,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,F350,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,F350,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F350,N5F-A08TAA,314.95,ASK,,,
2020,Ford,F350,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,F450,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,F450,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F450,N5F-A08TAA,314.95,ASK,,,
2020,Ford,F450,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,F550,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,F550,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,F550,N5F-A08TAA,314.95,ASK,,,
2020,Ford,F550,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,F650,CWTWB1U793,315,ASK,,,
2020,Ford,F750,CWTWB1U793,315,ASK,,,
2020,Ford,Fusion,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Fusion,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,Maverick,M3N5WY8609,315,ASK/FSK,,,
2020,Ford,Maverick,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Mustang,M3N-A2C931423,314.95,FSK,,,
2020,Ford,Mustang,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Mustang,M3N-A2C931426,902.375/903.425,FSK,,,
2020,Ford,Mustang,M3N-A2C93142600,902.375/903.425,FSK,,,
2020,Ford,Ranger,M3N-A2C93142300,314.95,FSK,,,
2020,Ford,Ranger,N5F-A08TDA,902.375/903.425,FSK,,,
2020,Ford,Ranger STX,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Transit,N5F-A08TAA,314.95,ASK,,,
2020,Ford,Transit,OUCD6000022,315,ASK,,,
2020,GMC,Acadia,HYQ1EA,433.92,ASK/FSK,,,
2020,GMC,Canyon,M3N-32337100,314.9,ASK,,,
2020,GMC,Canyon,M3N32337100,314.9,ASK,,,
2020,GMC,Sierra,HYQ1EA,433.92,ASK/FSK,,,
